pass,block,t_start,t_end,T_block,eval_mean_loss,eval_std_loss,eval_mean_loss_per_sample,eval_std_loss_per_sample,eval_mean_y0,precision_target,refine_rounds,stage_plan_used,final_plan_used,refine_plan_used,blob_path,ckpt_path
3,0,0.0,12.0,12.0,2110.890283203125,411.81973566015876,0.5277225708007813,0.10295493391503972,-38.327571868896484,6656.4953125,0,"[[7000, 0.0001], [6000, 5e-05], [5000, 2e-05]]","[[5000, 1e-05], [4000, 5e-06], [3000, 2e-06]]","[[1500, 5e-06], [1500, 2e-06], [1200, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260302_170351/recursive/models/pass_3/block_00.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260302_170351/recursive/models/pass_3/block_00.ckpt
3,1,12.0,24.0,12.0,475.07985229492186,8.977861102749667,0.11876996307373047,0.0022444652756874192,-38.527835845947266,526.3450384521484,0,"[[5000, 0.0002], [5000, 0.0001], [4000, 5e-05]]","[[3500, 1e-05], [3000, 5e-06], [2500, 2e-06]]","[[1200, 5e-06], [1200, 2e-06], [800, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260302_170351/recursive/models/pass_3/block_01.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260302_170351/recursive/models/pass_3/block_01.ckpt
3,2,24.0,36.0,12.0,476.6492553710938,3.200293875006748,0.11916231384277345,0.0008000734687516864,-24.37967872619629,530.81294921875,0,"[[5000, 0.0002], [5000, 0.0001], [4000, 5e-05]]","[[3500, 1e-05], [3000, 5e-06], [2500, 2e-06]]","[[1200, 5e-06], [1200, 2e-06], [800, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260302_170351/recursive/models/pass_3/block_02.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260302_170351/recursive/models/pass_3/block_02.ckpt
3,3,36.0,48.0,12.0,515.2179016113281,10.597865147090777,0.12880447540283205,0.002649466286772701,-16.301639556884766,572.3754663085938,0,"[[5000, 0.0002], [5000, 0.0001], [4000, 5e-05]]","[[3500, 1e-05], [3000, 5e-06], [2500, 2e-06]]","[[1200, 5e-06], [1200, 2e-06], [800, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260302_170351/recursive/models/pass_3/block_03.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260302_170351/recursive/models/pass_3/block_03.ckpt
