pass,block,t_start,t_end,T_block,eval_mean_loss,eval_std_loss,eval_mean_loss_per_sample,eval_std_loss_per_sample,eval_mean_y0,precision_target,refine_rounds,stage_plan_used,final_plan_used,refine_plan_used,blob_path,ckpt_path
2,0,0.0,1.0,1.0,1860.3298706054688,506.129529717979,0.9301649353027344,0.2530647648589895,-16.075042724609375,1037.2201721191407,3,"[[1800, 5e-05], [1800, 2e-05]]","[[1200, 1e-05], [1000, 5e-06]]","[[100, 5e-06], [100, 2e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_00.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_00.ckpt
2,1,1.0,2.0,1.0,12.792586135864259,2.2772837646620765,0.006396293067932128,0.0011386418823310384,-13.86475944519043,1975.2773583984376,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_01.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_01.ckpt
2,2,2.0,3.0,1.0,8.021654319763183,1.2297359611712633,0.004010827159881592,0.0006148679805856317,-13.780664443969727,1342.6539575195313,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_02.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_02.ckpt
2,3,3.0,4.0,1.0,8.101783752441406,1.1859836113131257,0.004050891876220703,0.0005929918056565629,-14.13313102722168,1556.7846948242188,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_03.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_03.ckpt
2,4,4.0,5.0,1.0,7.2208404541015625,0.2981818945531824,0.0036104202270507814,0.00014909094727659115,-14.301556587219238,1372.834764404297,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_04.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_04.ckpt
2,5,5.0,6.0,1.0,7.517190074920654,0.6059094507137248,0.0037585950374603274,0.00030295472535686233,-14.204571723937988,1267.980701904297,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_05.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_05.ckpt
2,6,6.0,7.0,1.0,7.5111894607543945,0.25913626107288457,0.003755594730377197,0.00012956813053644224,-14.177467346191406,1297.5758312988282,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_06.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_06.ckpt
2,7,7.0,8.0,1.0,7.630451679229736,0.5845801690177498,0.003815225839614868,0.0002922900845088751,-14.162442207336426,1155.3225207519533,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_07.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_07.ckpt
2,8,8.0,9.0,1.0,7.651612377166748,0.5759941426577007,0.0038258061885833735,0.0002879970713288504,-14.220149993896484,1547.039422607422,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_08.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_08.ckpt
2,9,9.0,10.0,1.0,8.129168796539307,0.48384817955059567,0.004064584398269654,0.00024192408977529782,-14.325586318969727,1206.8509680175782,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_09.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_09.ckpt
2,10,10.0,11.0,1.0,18.73485050201416,14.128859324607495,0.00936742525100708,0.007064429662303746,-14.089530944824219,1770.4865502929688,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_10.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_10.ckpt
2,11,11.0,12.0,1.0,9.23528232574463,0.30755666703078727,0.004617641162872314,0.0001537783335153938,-14.369087219238281,698.0249133300782,0,"[[1000, 0.0001], [1000, 5e-05]]","[[700, 1e-05], [700, 5e-06]]","[[60, 1e-05], [60, 5e-06]]",results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_11.npz,results/t12_b10_base_xpass_ws/run_20260311_130314/recursive/models/pass_2/block_11.ckpt
