pass,block,t_start,t_end,T_block,eval_mean_loss,eval_std_loss,eval_mean_loss_per_sample,eval_std_loss_per_sample,eval_mean_y0,precision_target,refine_rounds,stage_plan_used,final_plan_used,refine_plan_used,blob_path,ckpt_path
3,0,0.0,12.0,12.0,5803.96015625,2626.7102289078407,1.4509900390625001,0.6566775572269601,-27.554197311401367,4734.411225585938,3,"[[7000, 0.0001], [6000, 5e-05], [5000, 2e-05]]","[[5000, 1e-05], [4000, 5e-06], [3000, 2e-06]]","[[1500, 5e-06], [1500, 2e-06], [1200, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260304_155408/recursive/models/pass_3/block_00.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260304_155408/recursive/models/pass_3/block_00.ckpt
3,1,12.0,24.0,12.0,487.63999633789064,13.197037036412707,0.12190999908447264,0.003299259259103174,-41.022891998291016,529.2829797363282,0,"[[5000, 0.0002], [5000, 0.0001], [4000, 5e-05]]","[[3500, 1e-05], [3000, 5e-06], [2500, 2e-06]]","[[1200, 5e-06], [1200, 2e-06], [800, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260304_155408/recursive/models/pass_3/block_01.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260304_155408/recursive/models/pass_3/block_01.ckpt
3,2,24.0,36.0,12.0,488.18946533203126,11.16788792009847,0.1220473663330078,0.0027919719800246147,-26.5484561920166,531.37927734375,0,"[[5000, 0.0002], [5000, 0.0001], [4000, 5e-05]]","[[3500, 1e-05], [3000, 5e-06], [2500, 2e-06]]","[[1200, 5e-06], [1200, 2e-06], [800, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260304_155408/recursive/models/pass_3/block_02.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260304_155408/recursive/models/pass_3/block_02.ckpt
3,3,36.0,48.0,12.0,500.7998962402344,12.970952040971136,0.1251999740600586,0.0032427380102427773,-17.286956787109375,566.0512786865235,0,"[[5000, 0.0002], [5000, 0.0001], [4000, 5e-05]]","[[3500, 1e-05], [3000, 5e-06], [2500, 2e-06]]","[[1200, 5e-06], [1200, 2e-06], [800, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260304_155408/recursive/models/pass_3/block_03.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260304_155408/recursive/models/pass_3/block_03.ckpt
