pass,block,t_start,t_end,T_block,eval_mean_loss,eval_std_loss,eval_mean_loss_per_sample,eval_std_loss_per_sample,eval_mean_y0,precision_target,refine_rounds,stage_plan_used,final_plan_used,refine_plan_used,blob_path,ckpt_path
6,0,0.0,12.0,12.0,120.00326690673828,5.704921985426135,0.12000326690673828,0.005704921985426138,-175.94235229492188,73.3720913696289,3,"[[5000, 0.001], [5000, 0.0005], [5000, 0.0001], [5000, 5e-05]]","[[5000, 1e-05], [5000, 5e-06]]","[[50, 1e-05], [50, 5e-06]]",recursive1_outputs/run_20260228_084440/recursive/models/pass_6/block_00.npz,recursive1_outputs/run_20260228_084440/recursive/models/pass_6/block_00.ckpt
6,1,12.0,24.0,12.0,71.56933135986328,1.364716471592837,0.07156933135986329,0.001364716471592839,-162.1010284423828,73.3720913696289,0,"[[5000, 0.001], [5000, 0.0005], [5000, 0.0001], [5000, 5e-05]]","[[5000, 1e-05], [5000, 5e-06]]","[[50, 1e-05], [50, 5e-06]]",recursive1_outputs/run_20260228_084440/recursive/models/pass_6/block_01.npz,recursive1_outputs/run_20260228_084440/recursive/models/pass_6/block_01.ckpt
6,2,24.0,36.0,12.0,66.70190124511718,1.2688582155471195,0.06670190124511718,0.0012688582155471226,-108.43769836425781,,0,"[[5000, 0.001], [5000, 0.0005], [5000, 0.0001], [5000, 5e-05]]","[[5000, 1e-05], [5000, 5e-06]]","[[50, 1e-05], [50, 5e-06]]",recursive1_outputs/run_20260228_084440/recursive/models/pass_6/block_02.npz,recursive1_outputs/run_20260228_084440/recursive/models/pass_6/block_02.ckpt
