pass,block,t_start,t_end,T_block,eval_mean_loss,eval_std_loss,eval_mean_loss_per_sample,eval_std_loss_per_sample,eval_mean_y0,precision_target,refine_rounds,stage_plan_used,final_plan_used,refine_plan_used,blob_path,ckpt_path
4,0,0.0,12.0,12.0,3860.0839111328123,1564.5924698445715,0.9650209777832031,0.3911481174611428,-38.15947341918945,561.8370312500001,3,"[[7000, 0.0001], [6000, 5e-05], [5000, 2e-05]]","[[5000, 1e-05], [4000, 5e-06], [3000, 2e-06]]","[[1500, 5e-06], [1500, 2e-06], [1200, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260306_124056/recursive/models/pass_4/block_00.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260306_124056/recursive/models/pass_4/block_00.ckpt
4,1,12.0,24.0,12.0,476.4184143066406,5.134811569355111,0.11910460357666017,0.0012837028923387767,-39.61414337158203,561.8370312500001,0,"[[5000, 0.0002], [5000, 0.0001], [4000, 5e-05]]","[[3500, 1e-05], [3000, 5e-06], [2500, 2e-06]]","[[1200, 5e-06], [1200, 2e-06], [800, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260306_124056/recursive/models/pass_4/block_01.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260306_124056/recursive/models/pass_4/block_01.ckpt
4,2,24.0,36.0,12.0,476.5372619628906,12.25031195680959,0.11913431549072266,0.003062577989202396,-25.373056411743164,561.8370312500001,0,"[[5000, 0.0002], [5000, 0.0001], [4000, 5e-05]]","[[3500, 1e-05], [3000, 5e-06], [2500, 2e-06]]","[[1200, 5e-06], [1200, 2e-06], [800, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260306_124056/recursive/models/pass_4/block_02.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260306_124056/recursive/models/pass_4/block_02.ckpt
4,3,36.0,48.0,12.0,510.7609375,6.930260470548884,0.127690234375,0.0017325651176372224,-17.381017684936523,,0,"[[5000, 0.0002], [5000, 0.0001], [4000, 5e-05]]","[[3500, 1e-05], [3000, 5e-06], [2500, 2e-06]]","[[1200, 5e-06], [1200, 2e-06], [800, 1e-06]]",alessio/recursive1_outputs/heavy_from_zero/run_20260306_124056/recursive/models/pass_4/block_03.npz,alessio/recursive1_outputs/heavy_from_zero/run_20260306_124056/recursive/models/pass_4/block_03.ckpt
