source_mode,pass_id,pass_index,n_blocks,n_paths,n_time_points,mean_y0,std_y0,mean_abs_y,mean_abs_z,drift_y_vs_prev,drift_z_vs_prev,prev_pass_index,exact_mean_abs_error_y,exact_mean_abs_error_z,exact_abs_error_mean_y0,exact_rmse_y,exact_rmse_y0
models,1,0,4,4000,321,-10.064602851867676,29.53767204284668,10.614412307739258,2.40830135345459,nan,nan,,4.714421272277832,0.326810359954834,11.557392120361328,6.510252475738525,13.705551147460938
models,2,1,4,4000,321,-30.91442108154297,25.129770278930664,24.83344078063965,2.290802478790283,15.79572582244873,0.3224164843559265,0,11.580644607543945,0.43636462092399597,12.291640281677246,14.695718765258789,16.525096893310547
models,3,2,4,4000,321,-39.101783752441406,28.2714786529541,25.343181610107422,2.2878174781799316,2.426776170730591,0.17274226248264313,1,12.033814430236816,0.42223694920539856,18.24603271484375,15.113927841186523,19.844404220581055
