"Durata misurazione","Produzione (W)","Alla batteria (W)","Alla rete (W)","Verso la casa (W)","Consumo (W)","Dalla batteria (W)","Dalla rete (W)","Dal sole (W)","Livello accumulo"
"8/09/2025 00:00","0","0","0","0","573.5967","569.7734","3.8233333","0","0.7811949"
"8/09/2025 00:15","0","0","0","0","485.23","481.03","4.2000003","0","0.766081"
"8/09/2025 00:30","0","0","0","0","551.6067","548.3334","3.2733335","0","0.7523622"
"8/09/2025 00:45","0","0","0","0","610.75336","606.34","4.4133334","0","0.74096864"
"8/09/2025 01:00","0","0","0","0","550.58","545","5.58","0","0.7273827"
"8/09/2025 01:15","0","0","0","0","504.58334","501.74005","2.8433335","0","0.7128667"
"8/09/2025 01:30","0","0","0","0","480.74","480.74","0","0","0.6986829"
"8/09/2025 01:45","0","0","0","0","549.23","549.23","0","0","0.6847648"
"8/09/2025 02:00","0","0","0","0","555.39","553.69666","1.6933333","0","0.67071384"
"8/09/2025 02:15","0","0","0","0","496.53336","496.21335","0.32","0","0.6563639"
"8/09/2025 02:30","0","0","0","0","461.38333","415.06332","46.32","0","0.64307696"
"8/09/2025 02:45","0","0","0","0","395.62668","394.23","1.3966666","0","0.6326135"
"8/09/2025 03:00","0","0","0","0","490.65","488.31665","2.333333","0","0.6256046"
"8/09/2025 03:15","0","0","0","0","540.9867","538.69336","2.2933335","0","0.61451"
"8/09/2025 03:30","0","0","0","0","485.68002","482.40338","3.2766674","0","0.6003262"
"8/09/2025 03:45","0","0","0","0","482.02332","481.27664","0.7466666","0","0.5864081"
"8/09/2025 04:00","0","0","0","0","531.3667","531.3667","0","0","0.57249"
"8/09/2025 04:15","0","0","0","0","382.95667","381.33667","1.62","0","0.5611628"
"8/09/2025 04:30","0","0","0","0","394.88333","392.02335","2.86","0","0.55099833"
"8/09/2025 04:45","0","0","0","0","544.86","544.2233","0.63666666","0","0.5373792"
"8/09/2025 05:00","0","0","0","0","536.29333","536.29333","0","0","0.5231953"
"8/09/2025 05:15","0","0","0","0","453.50668","452.23672","1.2700001","0","0.50867933"
"8/09/2025 05:30","0","0","0","0","395.56332","389.66666","5.8966665","0","0.4950602"
"8/09/2025 05:45","0","0","0","0","466.3","465.44666","0.8533333","0","0.48326802"
"8/09/2025 06:00","0","0","0","0","482.97333","482.15","0.8233333","0","0.46938315"
"8/09/2025 06:15","0","0","0","0","410.99332","410.52664","0.46666667","0","0.45606297"
"8/09/2025 06:30","0","0","0","0","469.22333","467.26666","1.9566666","0","0.44546664"
"8/09/2025 06:45","0","0","0","0","516.23334","513.12335","3.11","0","0.4324454"
"8/09/2025 07:00","70.86","0","0.35","70.51","524.62","453.43332","0.6766667","70.51","0.41975635"
"8/09/2025 07:15","253.72334","0","1.8733336","251.85002","796.18","538.3333","5.9966664","251.85002","0.4119835"
"8/09/2025 07:30","472.31","0","1.6166667","470.69333","921.3566","449.99997","0.6633333","470.69333","0.40673512"
"8/09/2025 07:45","642.21","70.33334","1.0266668","570.85004","573.51","0","2.66","570.85004","0.39716852"
"8/09/2025 08:00","705.36334","328","0","377.36334","1096.7467","674.6667","44.716667","377.36334","0.40288192"
"8/09/2025 08:15","1039.89","102.333336","9.036667","928.52","1451.5499","478.6666","44.36333","928.52","0.3835826"
"8/09/2025 08:30","1022.3","628.6666","0","393.6333","434.84332","0","41.210022","393.6333","0.3883659"
"8/09/2025 08:45","1321.87","1006.3333","0","315.53668","378.76334","0","63.226654","315.53668","0.40673512"
"8/09/2025 09:00","1592.4934","1191.3334","0","401.16","415.87","0","14.71","401.16","0.4324454"
"8/09/2025 09:15","1808.5867","1518.6666","8.44","281.48","292.02332","0","10.543304","281.48","0.46516454"
"8/09/2025 09:30","2117.04","1706","35.746666","375.29333","389.40332","0","14.110001","375.29333","0.50283307"
"8/09/2025 09:45","2247.49","1880.6666","27.36","339.46335","340.93","0","1.4666443","339.46335","0.5435244"
"8/09/2025 10:00","2566.3499","2257.3333","11.466667","297.55","298.87332","0","1.3233334","297.55","0.59119135"
"8/09/2025 10:15","2588.1768","2365","2.2766666","220.9","225.86333","0","4.9633336","220.9","0.64606655"
"8/09/2025 10:30","2255.5933","1967.6633","40.393333","247.53667","263.11334","0","15.576667","247.53667","0.7027354"
"8/09/2025 10:45","2379.8967","2048.6667","38.04","293.19","322.61664","0","29.426636","293.19","0.75967"
"8/09/2025 11:00","2770.24","2439.6667","11.833333","318.74002","335.32666","0","16.58664","318.74002","0.8228828"
"8/09/2025 11:15","2854.3467","2482.3333","14.056667","357.95667","357.95667","0","0","357.95667","0.87626314"
"8/09/2025 11:30","2967.1033","2497","226.96333","243.14","257.37332","0","14.233334","243.14","0.93887794"
"8/09/2025 11:45","3553.1267","825.33344","2489.2202","238.57336","238.57336","0","0","238.57336","0.9908252"
"8/09/2025 12:00","3726.1833","0","3454.5066","271.67664","271.67664","0","0","271.67664","0.999996"
"8/09/2025 12:15","3260.1633","0","2892.6667","367.4967","367.4967","0","0","367.4967","0.99969757"
"8/09/2025 12:30","3334.0469","0","3119.017","215.03003","215.03003","0","0","215.03003","0.9991007"
"8/09/2025 12:45","3318.4368","0","2943.0735","375.3633","375.3633","0","0","375.3633","0.9991007"
"8/09/2025 13:00","2544.0566","0","2294.7634","249.29333","249.29333","0","0","249.29333","0.9991007"
"8/09/2025 13:15","3127.4434","0","2848.73","278.71332","278.71332","0","0","278.71332","0.9991007"
"8/09/2025 13:30","2551.99","0","2189.01","362.98","362.98","0","0","362.98","0.9991007"
"8/09/2025 13:45","1689.8933","0","101.17667","1588.7167","1776.3967","185.33333","2.3466666","1588.7167","0.9959836"
