"Durata misurazione","Produzione (W)","Alla batteria (W)","Alla rete (W)","Verso la casa (W)","Consumo (W)","Dalla batteria (W)","Dalla rete (W)","Dal sole (W)","Livello accumulo"
"22/12/2025 00:00","0","0","0","0","415.30667","0","415.30667","0","0"
"22/12/2025 00:15","0","0","0","0","397.00665","0","397.00665","0","0"
"22/12/2025 00:30","0","0","0","0","362.43002","0","362.43002","0","0"
"22/12/2025 00:45","0","0","0","0","374.38333","0","374.38333","0","0"
"22/12/2025 01:00","0","0","0","0","305.83334","0","305.83334","0","0"
"22/12/2025 01:15","0","0","0","0","277.68002","0","277.68002","0","0"
"22/12/2025 01:30","0","0","0","0","287.37332","0","287.37332","0","0"
"22/12/2025 01:45","0","0","0","0","366.8033","0","366.8033","0","0"
"22/12/2025 02:00","0","0","0","0","369.58667","0","369.58667","0","0"
"22/12/2025 02:15","0","0","0","0","291.0833","0","291.0833","0","0"
"22/12/2025 02:30","0","0","0","0","329.28","0","329.28","0","0"
"22/12/2025 02:45","0","0","0","0","377.43665","0","377.43665","0","0"
"22/12/2025 03:00","0","0","0","0","359.28668","0","359.28668","0","0"
"22/12/2025 03:15","0","0","0","0","471.38666","0","471.38666","0","0"
"22/12/2025 03:30","0","0","0","0","490.69336","0","490.69336","0","0"
"22/12/2025 03:45","0","0","0","0","414.2","0","414.2","0","0"
"22/12/2025 04:00","0","0","0","0","408.16","0","408.16","0","0"
"22/12/2025 04:15","0","0","0","0","364.02335","0","364.02335","0","0"
"22/12/2025 04:30","0","0","0","0","420","0","420","0","0"
"22/12/2025 04:45","0","0","0","0","340.51666","0","340.51666","0","0"
"22/12/2025 05:00","0","0","0","0","371.87","0","371.87","0","0"
"22/12/2025 05:15","0","0","0","0","411.33667","0","411.33667","0","0"
"22/12/2025 05:30","0","0","0","0","347.98334","0","347.98334","0","0"
"22/12/2025 05:45","0","0","0","0","417.92","0","417.92","0","0"
"22/12/2025 06:00","0","0","0","0","275.64","0","275.64","0","0"
"22/12/2025 06:15","0","0","0","0","346.49335","0","346.49335","0","0"
"22/12/2025 06:30","0","0","0","0","319.80667","0","319.80667","0","0"
"22/12/2025 06:45","0","0","0","0","238.66","0","238.66","0","0"
"22/12/2025 07:00","0","0","0","0","710.23334","0","710.23334","0","0"
"22/12/2025 07:15","0","0","0","0","830.0434","0","830.0434","0","0"
"22/12/2025 07:30","0","0","0","0","483.25333","0","483.25333","0","0"
"22/12/2025 07:45","0","0","0","0","423.43","0","423.43","0","0"
"22/12/2025 08:00","0","0","0","0","296.15332","0","296.15332","0","0"
"22/12/2025 08:15","0","0","0","0","340.06332","0","340.06332","0","0"
"22/12/2025 08:30","0","0","0","0","1071.0433","0","1071.0433","0","0"
"22/12/2025 08:45","0","0","0","0","882.54663","0","882.54663","0","0"
"22/12/2025 09:00","17.043333","0","0","17.043333","342.62","13.28","312.29666","17.043333","0"
"22/12/2025 09:15","61.633335","0","0","61.633335","279.81332","0","218.18","61.633335","0"
"22/12/2025 09:30","47.423336","0","0","47.423336","327.09","0","279.66666","47.423336","0"
"22/12/2025 09:45","25.883333","0","0","25.883333","329.68335","0","303.80002","25.883333","0"
"22/12/2025 10:00","83.153336","0","0","83.153336","310.87665","0","227.72331","83.153336","0"
"22/12/2025 10:15","71.02","0","0","71.02","309.05667","0","238.03667","71.02","0"
"22/12/2025 10:30","110.63333","0","0","110.63333","291.64","0","181.00667","110.63333","0"
"22/12/2025 10:45","226.56332","0","0","226.56332","302.92334","0","76.36","226.56332","0"
"22/12/2025 11:00","123.60999","0","0","123.60999","375.18332","0","251.57332","123.60999","0"
"22/12/2025 11:15","127.369995","0","0","127.369995","568.0267","0","440.6567","127.369995","0"
"22/12/2025 11:30","171.63","0","0","171.63","427.23","0","255.6","171.63","0"
"22/12/2025 11:45","155.75667","0","0","155.75667","313.99667","0","158.24","155.75667","0"
"22/12/2025 12:00","86.54","0","0","86.54","315.92","0","229.38","86.54","0"
"22/12/2025 12:15","159.47667","0","0","159.47667","377.5","0","218.02333","159.47667","0"
"22/12/2025 12:30","62.19","0","0","62.19","380.51334","0","318.32333","62.19","0"
"22/12/2025 12:45","36.04","0","0","36.04","359.60333","0","323.56332","36.04","0"
"22/12/2025 13:00","49.613335","0","0","49.613335","345.12335","0","295.51","49.613335","0"
"22/12/2025 13:15","55.993336","0","0","55.993336","366.12668","0","310.13333","55.993336","0"
"22/12/2025 13:30","53.256664","0","0","53.256664","409.54","0","356.28336","53.256664","0"
"22/12/2025 13:45","63.73","0","0","63.73","429.07","0","365.34","63.73","0"
"22/12/2025 14:00","36.893333","0","0","36.893333","660.74335","0","623.85004","36.893333","0"
