"Durata misurazione","Produzione (W)","Alla batteria (W)","Alla rete (W)","Verso la casa (W)","Consumo (W)","Dalla batteria (W)","Dalla rete (W)","Dal sole (W)","Livello accumulo"
"9/06/2025 00:00","0","0","0","0","1091.7802","1086.9102","4.8700004","0","0.7363918"
"9/06/2025 00:15","0","0","0","0","337.23666","333.41333","3.823333","0","0.71898055"
"9/06/2025 00:30","0","0","0","0","290.73","290.73","0","0","0.7091888"
"9/06/2025 00:45","0","0","0","0","435.37332","431.16333","4.21","0","0.69969785"
"9/06/2025 01:00","0","0","0","0","448.9467","448.21667","0.73","0","0.68980587"
"9/06/2025 01:15","0","0","0","0","409.59","408.70334","0.88666666","0","0.6804486"
"9/06/2025 01:30","0","0","0","0","406.11002","405.09335","1.0166667","0","0.66841775"
"9/06/2025 01:45","0","0","0","0","407.52002","407.30334","0.21666665","0","0.6551839"
"9/06/2025 02:00","0","0","0","0","439.50668","439.00006","0.5066667","0","0.6433202"
"9/06/2025 02:15","0","0","0","0","368.84668","367.55334","1.2933334","0","0.6318575"
"9/06/2025 02:30","0","0","0","0","337.7","337","0.70000005","0","0.62510693"
"9/06/2025 02:45","0","0","0","0","378.86002","378.86002","0","0","0.6190915"
"9/06/2025 03:00","0","0","0","0","366.35","366.33334","0.016666668","0","0.6088653"
"9/06/2025 03:15","0","0","0","0","397.81332","396.3333","1.4799999","0","0.6003101"
"9/06/2025 03:30","0","0","0","0","296.3533","295.89664","0.45666668","0","0.5912536"
"9/06/2025 03:45","0","0","0","0","257.86334","257.86334","0","0","0.5820968"
"9/06/2025 04:00","0","0","0","0","365.89664","365.2333","0.66333336","0","0.5720043"
"9/06/2025 04:15","0","0","0","0","262.55002","261.93002","0.62","0","0.5635827"
"9/06/2025 04:30","0","0","0","0","405.06665","405.06665","0","0","0.5554954"
"9/06/2025 04:45","0","0","0","0","334.92","294.44","40.479996","0","0.54483473"
"9/06/2025 05:00","0","0","0","0","322.92","321.83667","1.0833334","0","0.536079"
"9/06/2025 05:15","0","0","0","0","350.37","350.20334","0.16666667","0","0.52675515"
"9/06/2025 05:30","0","0","0","0","344.59","343.50665","1.0833333","0","0.5181665"
"9/06/2025 05:45","30.596666","0","0.46666667","30.13","337.53","306.33334","1.0666666","30.13","0.50870895"
"9/06/2025 06:00","101.06333","0","2.4766665","98.58666","205.42668","104.66669","2.173334","98.58666","0.4990843"
"9/06/2025 06:15","188.43","30.333334","0.88000005","157.21666","214.27666","56.666668","0.39333332","157.21666","0.49831566"
"9/06/2025 06:30","294.1433","58.333332","0.96","234.84999","385.36","149.66667","0.8433333","234.84999","0.49594292"
"9/06/2025 06:45","405.17","114.333336","0.6066667","290.23","291.82333","0","1.5933334","290.23","0.49082983"
"9/06/2025 07:00","540.2","147.33333","1.08","391.78665","391.93002","0","0.14337158","391.78665","0.49621028"
"9/06/2025 07:15","677.8934","136.66667","1.4033333","539.82336","746.1833","206.33325","0.026666656","539.82336","0.5011897"
"9/06/2025 07:30","821.43335","387.66672","4.0566673","429.71002","677.82","246","2.11","429.71002","0.50239277"
