"Durata misurazione","Produzione (W)","Alla batteria (W)","Alla rete (W)","Verso la casa (W)","Consumo (W)","Dalla batteria (W)","Dalla rete (W)","Dal sole (W)","Livello accumulo"
"29/12/2025 00:00","0","0","0","0","277.75333","277.72333","0.030000001","0","0.71886086"
"29/12/2025 00:15","0","0","0","0","291.66","291.55002","0.11000001","0","0.7102047"
"29/12/2025 00:30","0","0","0","0","357.15665","354.3333","2.823333","0","0.7011107"
"29/12/2025 00:45","0","0","0","0","336.44666","335.52332","0.9233332","0","0.6921851"
"29/12/2025 01:00","0","0","0","0","323.24","320.62","2.62","0","0.68400055"
"29/12/2025 01:15","0","0","0","0","288.12332","286","2.1233335","0","0.6753781"
"29/12/2025 01:30","0","0","0","0","290.94","290.67334","0.26666668","0","0.6661494"
"29/12/2025 01:45","0","0","0","0","316.87665","314.66666","2.21","0","0.65776265"
"29/12/2025 02:00","0","0","0","0","290.54","289.43668","1.1033334","0","0.6500833"
"29/12/2025 02:15","0","0","0","0","334.43332","334.43332","0","0","0.6418987"
"29/12/2025 02:30","0","0","0","0","302.10333","300.78333","1.32","0","0.63307416"
"29/12/2025 02:45","0","0","0","0","353.35333","352.67","0.68333334","0","0.62401384"
"29/12/2025 03:00","0","0","0","0","531.7033","531.4766","0.22666667","0","0.6162671"
"29/12/2025 03:15","0","0","0","0","395.59335","393.90005","1.6933335","0","0.6044449"
"29/12/2025 03:30","0","0","0","0","418.21667","418.0667","0.15","0","0.5941384"
"29/12/2025 03:45","0","0","0","0","380.62332","380.28333","0.34","0","0.5827541"
"29/12/2025 04:00","0","0","0","0","378.29666","375.75","2.5466666","0","0.571235"
"29/12/2025 04:15","0","0","0","0","403.19","399.58334","3.6066666","0","0.56035584"
"29/12/2025 04:30","0","0","0","0","379.78","379.78","0","0","0.5501841"
"29/12/2025 04:45","0","0","0","0","379.155","378.855","0.3","0","0.54048383"
"29/12/2025 05:00","0","0","0","0","359.01","358.4167","0.59333336","0","0.53061515"
"29/12/2025 05:15","0","0","0","0","340.54333","340.54333","0","0","0.5201739"
"29/12/2025 05:30","0","0","0","0","381.13","380.87668","0.25333333","0","0.5100021"
"29/12/2025 05:45","0","0","0","0","402.91666","402.81665","0.1","0","0.49986395"
"29/12/2025 06:00","0","0","0","0","364.16","362.45667","1.7033334","0","0.48969215"
"29/12/2025 06:15","0","0","0","0","279.54","279.18668","0.35333332","0","0.4809013"
"29/12/2025 06:30","0","0","0","0","286.41","286.41","0","0","0.4718073"
"29/12/2025 06:45","0","0","0","0","344.5","344.5","0","0","0.46244386"
"29/12/2025 07:00","0","0","0","0","320.19998","318.41333","1.7866668","0","0.45348457"
"29/12/2025 07:15","0","0","0","0","329.53333","328.37","1.1633333","0","0.44496316"
"29/12/2025 07:30","0","0","0","0","286.46335","286.46335","0","0","0.43634072"
"29/12/2025 07:45","32.61","0","0","32.61","331.5","291.66666","7.223333","32.61","0.42724672"
"29/12/2025 08:00","18.31","0","0","18.31","287.16333","265.66666","3.1866667","18.31","0.41862425"
"29/12/2025 08:15","91.19666","0","3.8133335","87.38333","271.38333","184","0","87.38333","0.4125616"
"29/12/2025 08:30","273.23334","7","8.423333","257.81","294.11334","35.333332","0.97","257.81","0.40936184"
"29/12/2025 08:45","458.18665","196.33333","4.616667","257.23666","263.40668","0","6.17","257.23666","0.41074276"
"29/12/2025 09:00","719.61","439","4.386667","276.22333","276.32333","0","0.1","276.22333","0.41754645"
"29/12/2025 09:15","972.88","696.6633","2.1","274.11667","275.09668","0","0.98","274.11667","0.4307496"
"29/12/2025 09:30","1182.7466","878.3333","0.74333334","303.67","304.6767","0","1.0066833","303.67","0.4492407"
"29/12/2025 09:45","1383.2032","1079.9999","0.7699999","302.43332","304.57","0","2.1366882","302.43332","0.4728851"
"29/12/2025 10:00","1581.5333","1352.3334","0.24000001","228.96","234.03334","0","5.0733333","228.96","0.5010765"
"29/12/2025 10:15","1833.56","1530","5.3333335","298.22665","298.22665","0","0","298.22665","0.53425276"
"29/12/2025 10:30","1963.5433","1651","0","312.54333","316.31665","0","3.7733154","312.54333","0.57184124"
"29/12/2025 10:45","2104.183","1795.9998","3.4399993","304.74332","305.76","0","1.0166931","304.74332","0.6136736"
"29/12/2025 11:00","2204.8767","1922","2.2233334","280.65335","282.59","0","1.9366455","280.65335","0.6579311"
"29/12/2025 11:15","2303.2766","2082","1.5300001","219.74667","220.23","0","0.48332214","219.74667","0.70521986"
"29/12/2025 11:30","2395.827","2103.0002","2.7600002","290.06668","290.50333","0","0.4366455","290.06668","0.75479895"
"29/12/2025 11:45","2420.2634","2176","48.036667","196.22665","223.25665","0","27.029999","196.22665","0.80555695"
"29/12/2025 12:00","2353.99","2112.3333","0.27333334","241.38335","256.28333","0","14.899979","241.38335","0.8576958"
"29/12/2025 12:15","2455.1","2092.6667","42.163334","320.27","320.59335","0","0.3233643","320.27","0.9095316"
"29/12/2025 12:30","2287.2134","2001","90.386665","195.82666","261.94333","0","66.11667","195.82666","0.9603232"
"29/12/2025 12:45","2433.3232","569.6667","1578.8933","284.76334","284.76334","0","0","284.76334","0.9895628"
"29/12/2025 13:00","2390.9734","0","2147.1667","243.80666","243.80666","0","0","243.80666","1"
"29/12/2025 13:15","2328.5068","0","2016.3969","312.11002","312.11002","0","0","312.11002","1"
"29/12/2025 13:30","2239.6633","0","1923.99","315.67334","315.67334","0","0","315.67334","1"
"29/12/2025 13:45","2137.62","0","1877.2736","260.34668","260.34668","0","0","260.34668","0.99765664"
"29/12/2025 14:00","1907.3701","0","1612.0502","295.32004","295.32004","0","0","295.32004","1"
"29/12/2025 14:15","1523.63","0","1261.91","261.72","261.72","0","0","261.72","1"
"29/12/2025 14:30","1105.7966","0","791.56665","314.23","314.23","0","0","314.23","1"
"29/12/2025 14:45","992.0367","0","695.86664","296.16998","296.16998","0","0","296.16998","0.996523"
"29/12/2025 15:00","943.7633","0","658.6833","285.08","285.08","0","0","285.08","0.9927875"
"29/12/2025 15:15","701.3733","0","368.77664","332.59665","332.59665","0","0","332.59665","0.9926514"
"29/12/2025 15:30","562.5833","0","286.88333","275.69998","275.69998","0","0","275.69998","0.9926514"
"29/12/2025 15:45","507.71997","0","203.10332","304.61664","304.61664","0","0","304.61664","0.9927875"
"29/12/2025 16:00","303.86667","0","83.71667","220.15","311.25668","88.66669","2.4400005","220.15","0.99261737"
"29/12/2025 16:15","49.61","0","0.22333337","49.386673","270.86334","220","1.4766667","49.386673","0.9880585"
"29/12/2025 16:30","1.3966666","0","0","1.3966666","305.62665","298.43","5.7999997","1.3966666","0.980846"
"29/12/2025 16:45","0","0","0","0","264.12335","263.65002","0.4733334","0","0.97271484"
"29/12/2025 17:00","0","0","0","0","343.54333","343.42","0.12333335","0","0.9638353"
"29/12/2025 17:15","0","0","0","0","340.5","338.77","1.7299999","0","0.9549557"
"29/12/2025 17:30","0","0","0","0","254.7","254.11","0.59","0","0.9464163"
"29/12/2025 17:45","0","0","0","0","308.55667","308.55667","0","0","0.9382512"
"29/12/2025 18:00","0","0","0","0","283.42334","282.43","0.99333334","0","0.9293716"
"29/12/2025 18:15","0","0","0","0","315.12","313.39334","1.7266667","0","0.92096835"
"29/12/2025 18:30","0","0","0","0","294.80667","294.80667","0","0","0.91287124"
"29/12/2025 18:45","0","0","0","0","243.17","242.48","0.69","0","0.90521646"
"29/12/2025 19:00","0","0","0","0","356.83334","354.41333","2.42","0","0.90092975"
"29/12/2025 19:15","0","0","0","0","251.31","249.53333","1.7766666","0","0.89235634"
"29/12/2025 19:30","0","0","0","0","303.63666","303.05","0.58666664","0","0.8824221"
"29/12/2025 19:45","0","0","0","0","326.62997","324.61996","2.0099998","0","0.87384874"
"29/12/2025 20:00","0","0","0","0","317.77667","313.6667","4.1100006","0","0.8649351"
"29/12/2025 20:15","0","0","0","0","361.41","361.41","0","0","0.85513693"
"29/12/2025 20:30","0","0","0","0","311.53333","306.16998","5.3633327","0","0.845645"
"29/12/2025 20:45","0","0","0","0","389.03333","388.56665","0.46666664","0","0.83649325"
"29/12/2025 21:00","0","0","0","0","403.04666","402.04333","1.0033333","0","0.8267971"
"29/12/2025 21:15","0","0","0","0","326.33334","323.66","2.6733334","0","0.817033"
"29/12/2025 21:30","0","0","0","0","402.50336","401.55334","0.95","0","0.8067585"
"29/12/2025 21:45","0","0","0","0","367.01334","365.79","1.2233334","0","0.7962119"
"29/12/2025 22:00","0","0","0","0","335.49664","334.7633","0.7333333","0","0.78610754"
"29/12/2025 22:15","0","0","0","0","312.66666","312.66666","0","0","0.77797645"
"29/12/2025 22:30","0","0","0","0","278.06668","276.01334","2.0533333","0","0.76974326"
"29/12/2025 22:45","0","0","0","0","345.85333","345.21667","0.63666666","0","0.7606936"
"29/12/2025 23:00","0","0","0","0","271.18335","270.94336","0.24000004","0","0.75089544"
"29/12/2025 23:15","0","0","0","0","308.13998","307.02664","1.1133332","0","0.7424581"
"29/12/2025 23:30","0","0","0","0","325.43","324.24","1.1899999","0","0.73449713"
"29/12/2025 23:45","0","0","0","0","321.51","315.35333","6.156667","0","0.7260938"
"30/12/2025 00:00","0","0","0","0","330.55334","328.77335","1.7800001","0","0.7170442"
"30/12/2025 00:15","0","0","0","0","279.49","272.33","7.1600003","0","0.70860684"
"30/12/2025 00:30","0","0","0","0","349.09","346.56","2.53","0","0.7006799"
"30/12/2025 00:45","0","0","0","0","346.63666","345.66666","0.96999997","0","0.69302505"
"30/12/2025 01:00","0","0","0","0","317.17334","317.08334","0.09000001","0","0.6841455"
"30/12/2025 01:15","0","0","0","0","332.42667","332.42667","0","0","0.6752659"
"30/12/2025 01:30","0","0","0","0","311.54666","311.31332","0.23333333","0","0.66591"
"30/12/2025 01:45","0","0","0","0","351.69998","346.6033","5.0966663","0","0.6567243"
"30/12/2025 02:00","0","0","0","0","352.14334","349.8867","2.2566667","0","0.6478447"
"30/12/2025 02:15","0","0","0","0","362.05334","361.8867","0.16666669","0","0.6385228"
"30/12/2025 02:30","0","0","0","0","374.71667","373.33667","1.38","0","0.6299154"
"30/12/2025 02:45","0","0","0","0","301.66333","301.08667","0.57666665","0","0.62334925"
"30/12/2025 03:00","0","0","0","0","379.48","379.08667","0.39333332","0","0.61372125"
"30/12/2025 03:15","0","0","0","0","401.42","398.33334","3.0866666","0","0.6036169"
"30/12/2025 03:30","0","0","0","0","410.00333","408.33","1.6733333","0","0.59259397"
"30/12/2025 03:45","0","0","0","0","397.29666","397.10333","0.19333333","0","0.5817071"
"30/12/2025 04:00","0","0","0","0","319.79","318.51666","1.2733334","0","0.5717729"
"30/12/2025 04:15","0","0","0","0","395.46002","392.93668","2.5233333","0","0.5616685"
"30/12/2025 04:30","0","0","0","0","394.14334","393.35","0.79333335","0","0.55091774"
"30/12/2025 04:45","0","0","0","0","367.50333","363.61667","3.8866665","0","0.5409835"
"30/12/2025 05:00","0","0","0","0","327.24335","326.51334","0.72999996","0","0.52812344"
"30/12/2025 05:15","0","0","0","0","342.91333","340.27332","2.6399999","0","0.5175428"
"30/12/2025 05:30","0","0","0","0","367.85","366.53668","1.3133334","0","0.508391"
"30/12/2025 05:45","0","0","0","0","342.31003","341.74335","0.5666667","0","0.50270945"
"30/12/2025 06:00","0","0","0","0","321.44","321.34668","0.09333334","0","0.494"
"30/12/2025 06:15","0","0","0","0","263.33667","262.53668","0.80000013","0","0.4849503"
"30/12/2025 06:30","0","0","0","0","260.38666","258.74664","1.6399997","0","0.476547"
"30/12/2025 06:45","0","0","0","0","307.67334","307.67334","0","0","0.4681097"
"30/12/2025 07:00","0","0","0","0","311.08334","307.33334","3.7499998","0","0.4595363"
"30/12/2025 07:15","0","0","0","0","322.57666","321.12332","1.4533334","0","0.45096293"
"30/12/2025 07:30","0","0","0","0","257.77332","256.53333","1.24","0","0.44194725"
"30/12/2025 07:45","0","0","0","0","259.40668","258.57333","0.8333333","0","0.43337387"
"30/12/2025 08:00","26.823334","0","0.7266667","26.096666","307.53333","281.43665","0","26.096666","0.42524275"
"30/12/2025 08:15","35.246666","0","2.1166666","33.13","303.13","267.66666","2.3333333","33.13","0.4174519"
"30/12/2025 08:30","105.55","0","1.0133333","104.53667","284.72","179.66333","0.52000004","104.53667","0.41115794"
"30/12/2025 08:45","167.48334","0","0.6033333","166.88","244.39333","73.66666","3.8466663","166.88","0.40704134"
"30/12/2025 09:00","223.70001","11.996667","0.78","210.92334","257.69333","45.666668","1.1033334","210.92334","0.40414953"
"30/12/2025 09:15","227.23","0","5.603333","221.62666","298.22668","74","2.6000001","221.62666","0.40289074"
"30/12/2025 09:30","184.78","0","1.66","183.12","285.9","102","0.78","183.12","0.3999649"
"30/12/2025 09:45","276.09332","19.666666","1.3166667","255.11","296.14667","41","0.036666665","255.11","0.39404517"
"30/12/2025 10:00","315.62","51.333324","1.7499998","262.53665","264.59332","0","2.0566666","262.53665","0.39081314"
"30/12/2025 10:15","540.05334","298.66666","0.8233334","240.56334","251.06668","10.000009","0.50333375","240.56334","0.39020076"
"30/12/2025 10:30","1278.1967","987.6667","7.0866666","283.44333","287.26","0","3.8166666","283.44333","0.39891022"
"30/12/2025 10:45","1917.5767","1565","0.76","351.81665","352.56668","0","0.7500305","351.81665","0.43350995"
