"Durata misurazione","Produzione (W)","Alla batteria (W)","Alla rete (W)","Verso la casa (W)","Consumo (W)","Dalla batteria (W)","Dalla rete (W)","Dal sole (W)","Livello accumulo"
"15/09/2025 00:00","0","0","0","0","270.89334","270.27667","0.6166667","0","0.6572243"
"15/09/2025 00:15","0","0","0","0","263.67","262.85333","0.81666666","0","0.65005887"
"15/09/2025 00:30","0","0","0","0","256.94333","256.61334","0.33000004","0","0.64352375"
"15/09/2025 00:45","0","0","0","0","211.36","209.67334","1.6866668","0","0.63649106"
"15/09/2025 01:00","0","0","0","0","260.23334","258","2.2333333","0","0.62949157"
"15/09/2025 01:15","0","0","0","0","246.9","245","1.9","0","0.6246815"
"15/09/2025 01:30","0","0","0","0","225.98668","225.30003","0.6866667","0","0.6231887"
"15/09/2025 01:45","0","0","0","0","116.77667","116.77667","0","0","0.61811316"
"15/09/2025 02:00","0","0","0","0","115.57","114.63333","0.93666667","0","0.6146963"
"15/09/2025 02:15","0","0","0","0","112.21333","111.846664","0.36666667","0","0.6114122"
"15/09/2025 02:30","0","0","0","0","114.91333","114.35","0.56333333","0","0.6078295"
"15/09/2025 02:45","0","0","0","0","119.380005","117.77334","1.6066667","0","0.60437953"
"15/09/2025 03:00","0","0","0","0","121.036674","118.47002","2.5666668","0","0.6010954"
"15/09/2025 03:15","0","0","0","0","91.70334","90.73334","0.97","0","0.5981098"
"15/09/2025 03:30","0","0","0","0","113.34","110.329994","3.0099998","0","0.5949915"
"15/09/2025 03:45","0","0","0","0","115.34","114.10667","1.2333332","0","0.5848074"
"15/09/2025 04:00","0","0","0","0","111.15","111.01668","0.13333336","0","0.5779737"
"15/09/2025 04:15","0","0","0","0","114.013336","114.013336","0","0","0.57468957"
"15/09/2025 04:30","0","0","0","0","115.94334","115.42001","0.5233334","0","0.5712396"
"15/09/2025 04:45","0","0","0","0","98.98667","96.000015","2.986667","0","0.56795543"
"15/09/2025 05:00","0","0","0","0","80.746666","80.20333","0.54333335","0","0.5654343"
"15/09/2025 05:15","0","0","0","0","111.45333","111.45333","0","0","0.56228286"
"15/09/2025 05:30","0","0","0","0","115.17333","113.44","1.7333333","0","0.5589987"
"15/09/2025 05:45","0","0","0","0","112.933334","110.27333","2.6599998","0","0.55272895"
"15/09/2025 06:00","0","0","0","0","114.003334","113.95333","0.05","0","0.543341"
"15/09/2025 06:15","0","0","0","0","134.67","134.22","0.45","0","0.5397251"
