"Durata misurazione","Produzione (W)","Alla batteria (W)","Alla rete (W)","Verso la casa (W)","Consumo (W)","Dalla batteria (W)","Dalla rete (W)","Dal sole (W)","Livello accumulo"
"15/12/2025 00:00","0","0","0","0","495.6833","3.1566665","492.5266","0","0"
"15/12/2025 00:15","0","0","0","0","432.01","0.043333333","431.96667","0","0"
"15/12/2025 00:30","0","0","0","0","416.9","0","416.9","0","0"
"15/12/2025 00:45","0","0","0","0","369.65","0","369.65","0","0"
"15/12/2025 01:00","0","0","0","0","298.34998","0","298.34998","0","0"
"15/12/2025 01:15","0","0","0","0","362.44333","0","362.44333","0","0"
"15/12/2025 01:30","0","0","0","0","361.1","0","361.1","0","0.00016939364"
"15/12/2025 01:45","0","0","0","0","500.11667","0","500.11667","0","0"
"15/12/2025 02:00","0","0","0","0","374.17","0","374.17","0","0"
"15/12/2025 02:15","0","0","0","0","336.96","0","336.96","0","0"
"15/12/2025 02:30","0","0","0","0","403.01666","0","403.01666","0","0.004673598"
"15/12/2025 02:45","0","0","0","0","391.93","0","391.93","0","0.004673598"
"15/12/2025 03:00","0","0","0","0","426.86002","0","426.86002","0","0.004673598"
"15/12/2025 03:15","0","0","0","0","348.84332","0","348.84332","0","0.004673598"
"15/12/2025 03:30","0","0","0","0","332.25","0","332.25","0","0.004673598"
"15/12/2025 03:45","0","0","0","0","415.53003","0","415.53003","0","0.004673598"
"15/12/2025 04:00","0","0","0","0","415.69","0","415.69","0","0.004673598"
"15/12/2025 04:15","0","0","0","0","383.8633","0","383.8633","0","0.004673598"
"15/12/2025 04:30","0","0","0","0","343.70667","0","343.70667","0","0.0015495352"
"15/12/2025 04:45","0","0","0","0","353.10666","0","353.10666","0","0.0005081809"
"15/12/2025 05:00","0","0","0","0","391.25665","0","391.25665","0","0.0005081809"
"15/12/2025 05:15","0","0","0","0","394.49332","0","394.49332","0","0.0005081809"
"15/12/2025 05:30","0","0","0","0","382.63333","0","382.63333","0","0.0005081809"
"15/12/2025 05:45","0","0","0","0","381.16","0","381.16","0","0.0005081809"
"15/12/2025 06:00","0","0","0","0","348.19333","0","348.19333","0","0.0005081809"
"15/12/2025 06:15","0","0","0","0","370.40668","0","370.40668","0","0.0005081809"
"15/12/2025 06:30","0","0","0","0","351.13666","0","351.13666","0","0.0005081809"
"15/12/2025 06:45","0","0","0","0","487.97333","0","487.97333","0","0"
"15/12/2025 07:00","0","0","0","0","440.58334","0","440.58334","0","0"
"15/12/2025 07:15","0","0","0","0","372.36334","0","372.36334","0","0"
"15/12/2025 07:30","0","0","0","0","399.87665","0","399.87665","0","0"
"15/12/2025 07:45","10.683333","0","0","10.683333","495.99","1.9733334","483.33334","10.683333","0"
"15/12/2025 08:00","100.18","0","0","100.18","369.79","0","269.61002","100.18","0"
"15/12/2025 08:15","267.41998","12.999998","9.673332","244.74664","356.24335","0","111.496704","244.74664","0"
"15/12/2025 08:30","415.2","0","0","415.2","1624.63","0","1209.4299","415.2","0.00016939364"
"15/12/2025 08:45","355.27","0","0","355.27","1110.23","0","754.96","355.27","0.0005081809"
"15/12/2025 09:00","344.33","0","0","344.33","505.59668","0","161.26671","344.33","0.00016939364"
"15/12/2025 09:15","487.37003","97.333336","5.9633336","384.07333","388.19333","0","4.12","384.07333","0.00078587537"
"15/12/2025 09:30","663.25336","362.9967","0","300.25668","329.48","0","29.223333","300.25668","0.0036322437"
"15/12/2025 09:45","886.61005","552.3334","7.456668","326.82004","338.26666","0","11.446625","326.82004","0.012657314"
"15/12/2025 10:00","1258.35","430.99667","5.5233335","821.83","825.3067","0","3.4766667","821.83","0.026229631"
"15/12/2025 10:15","1701.51","408.66672","2.3066669","1290.5367","1760.6799","467.3332","2.8099992","1290.5367","0.034699313"
"15/12/2025 10:30","1823.2667","1216.6633","20.68","585.92334","587.5733","0","1.6499634","585.92334","0.05281888"
"15/12/2025 10:45","1614.52","1303","1.4766666","310.04333","314.79333","0","4.75","310.04333","0.08308758"
"15/12/2025 11:00","1345.6901","989.6667","8.9366665","347.08667","349.69","0","2.6033332","347.08667","0.09981867"
"15/12/2025 11:15","1611.96","1229","0","382.96002","389.8033","0","6.843292","382.96002","0.12703273"
"15/12/2025 11:30","1847.14","1410.6667","10.003334","426.47006","430.1","0","3.6299438","426.47006","0.15685017"
"15/12/2025 11:45","2307.2034","1886.3334","18.156668","402.71332","411.71664","0","9.003333","402.71332","0.20260033"
