"Durata misurazione","Produzione (W)","Alla batteria (W)","Alla rete (W)","Verso la casa (W)","Consumo (W)","Dalla batteria (W)","Dalla rete (W)","Dal sole (W)","Livello accumulo"
"1/06/2025 00:00","0","0","0","0","325.45334","323.58334","1.87","0","0.29484296"
"1/06/2025 00:15","0","0","0","0","415.07666","415.07666","0","0","0.28369516"
"1/06/2025 00:30","0","0","0","0","488.57666","488.57666","0","0","0.268028"
"1/06/2025 00:45","0","0","0","0","342.77335","341.80334","0.96999997","0","0.2589892"
"1/06/2025 01:00","0","0","0","0","365.24667","364.12668","1.12","0","0.25025174"
"1/06/2025 01:15","0","0","0","0","306.84","306.84","0","0","0.23970653"
"1/06/2025 01:30","0","0","0","0","259.9167","259.3067","0.6100001","0","0.23113646"
"1/06/2025 01:45","0","0","0","0","364.01666","363.91","0.10666666","0","0.22226508"
"1/06/2025 02:00","0","0","0","0","298.34332","297.99","0.35333332","0","0.21185377"
"1/06/2025 02:15","0","0","0","0","253.99","250.30336","3.6866672","0","0.20445538"
"1/06/2025 02:30","0","0","0","0","370.94336","370.39","0.55333334","0","0.19662178"
"1/06/2025 02:45","0","0","0","0","235.72333","235.72333","0","0","0.18654524"
"1/06/2025 03:00","0","0","0","0","361.68","361.37332","0.30666667","0","0.17583263"
"1/06/2025 03:15","0","0","0","0","442.31332","440.19333","2.1200001","0","0.16575609"
"1/06/2025 03:30","0","0","0","0","253.37999","253.37999","0","0","0.15551217"
"1/06/2025 03:45","0","0","0","0","238.16667","236.74667","1.4200001","0","0.14824769"
"1/06/2025 04:00","0","0","0","0","394.84665","394.3033","0.54333335","0","0.14088278"
"1/06/2025 04:15","0","0","0","0","368.11667","367.94666","0.17","0","0.13137534"
"1/06/2025 04:30","0","0","0","0","322.83667","322.83667","0","0","0.12267134"
"1/06/2025 04:45","0","0","0","0","367.41666","366.3933","1.0233332","0","0.11677942"
"1/06/2025 05:00","0","0","0","0","268.89667","267.62668","1.27","0","0.10683678"
"1/06/2025 05:15","0","0","0","0","311.46002","310.99002","0.47000006","0","0.097965404"
"1/06/2025 05:30","0","0","0","0","388.79","388.79","0","0","0.086047634"
"1/06/2025 05:45","23.406666","0","0","23.406666","302.70667","277.96335","1.3366666","23.406666","0.07580371"
"1/06/2025 06:00","89.986664","0","0.73333335","89.253334","300.99335","211.66667","0.07333333","89.253334","0.06874009"
"1/06/2025 06:15","176.41333","4.666666","0.26999998","171.47665","337.02","164.33333","1.21","171.47665","0.06211167"
"1/06/2025 06:30","305.30334","59.666668","0","245.63667","283.74664","36.99997","1.1099992","245.63667","0.057157088"
"1/06/2025 06:45","433.32666","152.66667","1.21","279.44998","280.34665","0","0.8966667","279.44998","0.055617154"
"1/06/2025 07:00","573.62335","271.6667","1.0000001","300.9567","301.00333","0","0.04663086","300.9567","0.058663547"
"1/06/2025 07:15","714.65","505","0","209.65","211.95999","0","2.31","209.65","0.066463664"
"1/06/2025 07:30","866.3767","543.3333","4.5533333","318.49002","318.6","0","0.11000001","318.49002","0.078850105"
"1/06/2025 07:45","1036.6666","673","0.84","362.82666","362.82666","0","0","362.82666","0.09404861"
"1/06/2025 08:00","1242.9501","997.3333","1.2366667","244.38","247.59666","0","3.2166665","244.38","0.11530643"
"1/06/2025 08:15","1451.5668","1161.3335","8.276668","281.9567","289.93668","0","7.9799805","281.9567","0.14061496"
"1/06/2025 08:30","1674.9467","1001.3333","10.64","662.9733","704.0567","33.333366","7.750008","662.9733","0.16846772"
"1/06/2025 08:45","1899.5033","1576","11.576667","311.92667","311.92667","0","0","311.92667","0.20432146"
"1/06/2025 09:00","2121.2034","1784.33","0","336.87335","341.0533","0","4.179962","336.87335","0.24586628"
"1/06/2025 09:15","2332.4868","2014.6669","0","317.82004","337.61002","0","19.789978","317.82004","0.29183003"
"1/06/2025 09:30","2538.8635","1869.6669","3.9133337","665.2834","669.37335","0","4.089966","665.2834","0.34378615"
"1/06/2025 09:45","2723.26","2478","1.3066667","243.95332","244.26332","0","0.31","243.95332","0.40016124"
"1/06/2025 10:00","2897.99","2599.6667","3.2966669","295.02667","301.06668","0","6.0400004","295.02667","0.46055353"
"1/06/2025 10:15","3112.6501","2670.6667","1.5866667","440.39664","443.73","0","3.3333743","440.39664","0.52426004"
"1/06/2025 10:30","3056.02","2339.6667","5.8333335","710.52","745.31665","0","34.79663","710.52","0.58170635"
"1/06/2025 10:45","3357.17","1990.6635","4.2433333","1362.2633","1468.01","0","105.746666","1362.2633","0.6485597"
"1/06/2025 11:00","3461.16","936.99664","5.146667","2519.0166","2524.2332","0","5.2166667","2519.0166","0.68063056"
"1/06/2025 11:15","3602.1733","2283.6667","23.046667","1295.46","1300.8267","0","5.366667","1295.46","0.7002145"
"1/06/2025 11:30","3699.6067","2531.6633","5.18","1162.7633","1169.76","0","6.996667","1162.7633","0.7666661"
"1/06/2025 11:45","3762.5632","350.66666","7.933333","3403.9631","4402.83","332.33334","666.5333","3403.9631","0.80449504"
"1/06/2025 12:00","3836.43","1650","0","2186.43","2530.9866","303.66666","40.89","2186.43","0.82903355"
"1/06/2025 12:15","3776.6733","2213","0","1563.6733","1631.9132","0","68.23987","1563.6733","0.90104234"
"1/06/2025 12:30","3920.1433","2226","1164.7267","529.4166","532.39667","0","2.9800413","529.4166","0.96157926"
"1/06/2025 12:45","3984.98","0","120.34333","3864.6367","3864.6367","0","0","3864.6367","0.99083084"
"1/06/2025 13:00","3872.9468","0","175.17667","3697.77","3697.77","0","0","3697.77","1"
"1/06/2025 13:15","4051.7634","0","240.95999","3810.8035","3810.8035","0","0","3810.8035","1"
"1/06/2025 13:30","4010.1467","0","168.37666","3841.77","3841.77","0","0","3841.77","1"
"1/06/2025 13:45","3945.8967","0","209.21","3736.6868","3736.6868","0","0","3736.6868","1"
"1/06/2025 14:00","3755.6233","0","103.10667","3652.5166","4125.6997","463.66666","9.516666","3652.5166","1"
"1/06/2025 14:15","3731.11","0","385.73666","3345.3735","3345.3735","0","0","3345.3735","1"
"1/06/2025 14:30","3934.6033","0","372.4833","3562.1199","3562.1199","0","0","3562.1199","1"
"1/06/2025 14:45","3661.8","0","180.39665","3481.4033","3481.4033","0","0","3481.4033","1"
"1/06/2025 15:00","3245.3699","0","97.33667","3148.0332","3162.0598","12.333333","1.6933333","3148.0332","0.99970275"
"1/06/2025 15:15","3250.3835","0","7.596667","3242.7869","4699.6836","1440.6666","16.23","3242.7869","0.984159"
"1/06/2025 15:30","3405.21","511.33","11.04","2882.8398","3465.19","506.66666","75.683334","2882.8398","0.9654818"
"1/06/2025 15:45","3253.4666","476.3299","3.0799994","2774.0564","2776.5735","0","2.51709","2774.0564","0.96859473"
"1/06/2025 16:00","2329.3567","51","87.386665","2190.97","2857.6833","653.6633","13.05","2190.97","0.97122335"
"1/06/2025 16:15","1802.4","454.33334","66.53333","1281.5333","1858.5333","577","0","1281.5333","0.94635504"
"1/06/2025 16:30","1806.1533","600.3333","13.03","1192.79","1192.79","0","0","1192.79","0.96081257"
"1/06/2025 16:45","2341.14","1614.6666","12.55","713.92334","742.25336","0","28.33","713.92334","0.9833635"
"1/06/2025 17:00","1571.5499","1324.3333","0","247.21666","345.09665","0","97.88","247.21666","0.9904258"
"1/06/2025 17:15","1500.5701","313.66666","553.87335","633.03","633.03","0","0","633.03","0.9959602"
"1/06/2025 17:30","846.19336","0","413.93332","432.26","432.26","0","0","432.26","1"
