"Durata misurazione","Produzione (W)","Alla batteria (W)","Alla rete (W)","Verso la casa (W)","Consumo (W)","Dalla batteria (W)","Dalla rete (W)","Dal sole (W)","Livello accumulo"
"1/12/2025 00:00","0","0","0","0","346.42","0","346.42","0","0.014983006"
"1/12/2025 00:15","0","0","0","0","287.14334","0","287.14334","0","0.014844159"
"1/12/2025 00:30","0","0","0","0","344.76334","0","344.76334","0","0.014566464"
"1/12/2025 00:45","0","0","0","0","335.24335","0","335.24335","0","0.014566464"
"1/12/2025 01:00","0","0","0","0","250.90668","0","250.90668","0","0.014566464"
"1/12/2025 01:15","0","0","0","0","329.28333","0","329.28333","0","0.014566464"
"1/12/2025 01:30","0","0","0","0","232.87666","0","232.87666","0","0.014566464"
"1/12/2025 01:45","0","0","0","0","258.47","0","258.47","0","0.014983006"
"1/12/2025 02:00","0","0","0","0","315.72","0","315.72","0","0.014983006"
"1/12/2025 02:15","0","0","0","0","284.41","0","284.41","0","0.014983006"
"1/12/2025 02:30","0","0","0","0","218.62334","0","218.62334","0","0.014566464"
"1/12/2025 02:45","0","0","0","0","260.43","0","260.43","0","0.014566464"
"1/12/2025 03:00","0","0","0","0","406.33667","0","406.33667","0","0.014566464"
"1/12/2025 03:15","0","0","0","0","288.61","0","288.61","0","0.014566464"
"1/12/2025 03:30","0","0","0","0","263.02335","0","263.02335","0","0.014566464"
"1/12/2025 03:45","0","0","0","0","380.99332","0","380.99332","0","0.014844159"
"1/12/2025 04:00","0","0","0","0","290.36334","0","290.36334","0","0.014983006"
"1/12/2025 04:15","0","0","0","0","290.87","0","290.87","0","0.014983006"
"1/12/2025 04:30","0","0","0","0","511.61002","0","511.61002","0","0.014566464"
"1/12/2025 04:45","0","0","0","0","332.99002","2.04","330.95","0","0.014566464"
"1/12/2025 05:00","0","0","0","0","312.70334","0","312.70334","0","0.014566464"
"1/12/2025 05:15","0","0","0","0","317.34003","0","317.34003","0","0.014566464"
"1/12/2025 05:30","0","0","0","0","413.8033","0","413.8033","0","0.014566464"
"1/12/2025 05:45","0","0","0","0","312.78665","0","312.78665","0","0.0147053115"
"1/12/2025 06:00","0","0","0","0","235.10666","0","235.10666","0","0.014983006"
"1/12/2025 06:15","0","0","0","0","284.15665","0","284.15665","0","0.014983006"
"1/12/2025 06:30","0","0","0","0","304.66","0","304.66","0","0.0147053115"
"1/12/2025 06:45","0","0","0","0","257.91","0","257.91","0","0.014566464"
"1/12/2025 07:00","0","0","0","0","337.51","0","337.51","0","0.014566464"
"1/12/2025 07:15","0","0","0","0","492.22665","0","492.22665","0","0.014566464"
"1/12/2025 07:30","0","0","0","0","735.41","0","735.41","0","0.014566464"
"1/12/2025 07:45","0","0","0","0","271.75333","0","271.75333","0","0.013629245"
"1/12/2025 08:00","0","0","0","0","337.06668","11.086667","325.98","0","0.011754807"
"1/12/2025 08:15","0","0","0","0","356.64664","0","356.64664","0","0.011581248"
"1/12/2025 08:30","0","0","0","0","351.75333","4.863333","346.88998","0","0.01123413"
"1/12/2025 08:45","16.126667","0","0","16.126667","324.91","8.663333","300.12","16.126667","0.01123413"
"1/12/2025 09:00","61.073334","0","0","61.073334","440.47998","0","379.40665","61.073334","0.01123413"
"1/12/2025 09:15","76.71667","0","0","76.71667","280.58334","0","203.86667","76.71667","0.01123413"
"1/12/2025 09:30","178.43668","0","0","178.43668","361.71667","0","183.28","178.43668","0.01123413"
"1/12/2025 09:45","178.62999","0","0","178.62999","354.61667","0","175.98668","178.62999","0.01123413"
"1/12/2025 10:00","255.51334","19","1.2633333","235.25","235.33333","0","0.083333336","235.25","0.011407688"
"1/12/2025 10:15","192.57","0","1.6700003","190.90001","231.57333","0","40.673325","190.90001","0.01123413"
"1/12/2025 10:30","110.939995","0","0","110.939995","205.60666","0","94.666664","110.939995","0.01123413"
"1/12/2025 10:45","239.84666","14.666666","2.233333","222.94666","313.35333","0","90.40667","222.94666","0.01123413"
"1/12/2025 11:00","439.33334","222.66667","0.66","216.00667","217.55333","0","1.5466666","216.00667","0.012657314"
"1/12/2025 11:15","407.04333","200.66667","0.47666666","205.90001","218.13333","0","12.233322","205.90001","0.017794663"
"1/12/2025 11:30","637.38666","396.33334","2.5","238.55333","238.55333","0","0","238.55333","0.023140281"
"1/12/2025 11:45","703.2267","470.33334","0","232.89333","235.39","0","2.4966667","232.89333","0.033588536"
"1/12/2025 12:00","322.27335","42.000004","5.78","274.49335","274.49335","0","0","274.49335","0.037059717"
"1/12/2025 12:15","360.35","99.333336","0.82666665","260.19","261.19","0","1","260.19","0.038135782"
"1/12/2025 12:30","226.74669","0","0.59333336","226.15337","406.61667","178.32997","2.133333","226.15337","0.038621746"
"1/12/2025 12:45","87.166664","0","1.5666666","85.6","477.12003","391.00006","0.52000004","85.6","0.032824874"
"1/12/2025 13:00","131.88","0","1.0533335","130.82668","1159.6267","575","453.8","130.82668","0.012661479"
"1/12/2025 13:15","266.42667","0","0","266.42667","765.8966","0","499.46994","266.42667","0"
"1/12/2025 13:30","444.47665","123.666664","1.0866667","319.72333","332.1133","0","12.389984","319.72333","0.00079004077"
"1/12/2025 13:45","417.46332","51.666668","0.44333336","365.35333","706.3934","0","341.04004","365.35333","0.0029727193"
