source_mode,pass_id,pass_index,n_blocks,n_paths,n_time_points,mean_y0,std_y0,mean_abs_y,mean_abs_z,drift_y_vs_prev,drift_z_vs_prev,prev_pass_index,exact_mean_abs_error_y,exact_mean_abs_error_z,exact_abs_error_mean_y0,exact_rmse_y,exact_rmse_y0
models,1,0,4,4000,321,-9.015048027038574,29.591293334960938,10.256192207336426,2.4103214740753174,nan,nan,,5.30328369140625,0.32804566621780396,12.60694694519043,7.291110992431641,14.598834037780762
models,2,1,4,4000,321,-32.817081451416016,25.552223205566406,24.880382537841797,2.2891664505004883,16.507474899291992,0.32747989892959595,0,11.61671257019043,0.43661603331565857,13.363615989685059,14.80273151397705,17.66626739501953
models,3,2,4,4000,321,-27.442214965820312,24.729736328125,24.996257781982422,2.281475305557251,1.7248210906982422,0.12722860276699066,1,11.731354713439941,0.44133052229881287,8.91623306274414,14.840184211730957,15.830887794494629
